Año de Oferta Pública,Nombre de la Convocatoría,Tipo de Accesso,Cuerpo/Especialidad ó Categoría Profesional,Número de Plazas,Fin de plazo,Publicación de la convocatoria,Url BOJA,¿Ha habido modificaciones en la convocatoría?,Estado,Url de accesso,Fecha de extracción
2017,"
",Personal Laboral - Acceso Libre,Grupo III,43,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=119523,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204293,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,70,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204357,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo III,15,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=218241,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo III,5,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",http://juntadeandalucia.es/boja/2018/19/BOJA18-019-00019-1037-01_00128560.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204295,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204361,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo III,5,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=218245,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,9,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214653,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214651,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo III,20,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",http://juntadeandalucia.es/boja/2018/19/BOJA18-019-00019-1037-01_00128560.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=205011,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,20,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204385,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo III,15,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=218239,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,9,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214649,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,25,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",http://juntadeandalucia.es/boja/2018/19/BOJA18-019-00019-1037-01_00128560.pdf,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204387,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214657,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo III,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=218243,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,24,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214655,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo III,97,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",http://juntadeandalucia.es/boja/2018/19/BOJA18-019-00019-1037-01_00128560.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204297,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,50,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204359,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,50,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=46794,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo IV,30,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214555,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo IV,39,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214659,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo IV,43,NaN,"Resolución de 4 de mayo de 2018 (BOJA núm. 88, de 9 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/88/BOJA18-088-00019-7904-01_00135307.pdf,No,Lista provisional de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204299,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo IV,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214557,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo IV,3,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214661,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo IV,38,NaN,"Resolución de 4 de mayo de 2018 (BOJA núm. 88, de 9 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/88/BOJA18-088-00019-7904-01_00135307.pdf,No,Lista provisional de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204301,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo IV,45,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204371,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo IV,6,NaN,"Resolución de 4 de mayo de 2018 (BOJA núm. 88, de 9 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/88/BOJA18-088-00019-7904-01_00135307.pdf,No,Lista provisional de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204303,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo IV,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204373,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,3,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46789,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo III,4,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46817,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,2,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46796,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,40,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46790,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo III,30,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46818,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,4,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46793,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,10,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46791,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo III,8,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46819,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,14,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46792,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo III,16,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46821,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo IV,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214559,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo IV,21,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=214663,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo IV,16,NaN,"Resolución de 4 de mayo de 2018 (BOJA núm. 88, de 9 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/88/BOJA18-088-00019-7904-01_00135307.pdf,No,Lista provisional de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204305,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo IV,45,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=204375,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo III,3,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46788,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo III,30,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=15&cdp=-1&ch=50&cd=46820,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214571,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo V,11,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214665,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo IV,3,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=204369,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,20,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46797,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo IV,26,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46822,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo IV,55,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=204367,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo IV,10,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=218247,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,26,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46798,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo IV,14,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46823,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,7,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46802,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo IV,10,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46824,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,4,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46799,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,1,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46801,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo IV,20,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46800,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo IV,10,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=46825,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,35,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214561,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo V,39,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214667,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,44,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214563,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo V,154,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=204311,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,46,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214569,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo V,84,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214671,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,14,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214573,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo V,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214567,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo V,21,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=214669,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo V,8,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=16&cdp=-1&ch=50&cd=204315,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo V,7,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204307,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo V,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204377,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,5,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46803,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo V,4,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46826,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,20,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46804,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo V,15,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46827,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,87,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46805,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,8,13/04/2010,BOJA Nº 58 de 24/03/2010,http://www.juntadeandalucia.es/boja/boletines/2010/58/d/updf/d20.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46814,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,62,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46806,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo V,76,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46828,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,14,13/04/2010,BOJA Nº 58 de 24/03/2010,http://www.juntadeandalucia.es/boja/boletines/2010/58/d/updf/d20.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46813,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo V,47,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204309,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo V,30,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204381,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo V,NaN,NaN,"Resolución de 31 de octubre de 2017 (BOJA núm. 215, de 9 de noviembre de 2017)",http://juntadeandalucia.es/boja/2017/215/BOJA17-215-00014-19251-01_00124276.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=205015,2021-11-02
