Año de Oferta Pública,Nombre de la Convocatoría,Tipo de Accesso,Cuerpo/Especialidad ó Categoría Profesional,Número de Plazas,Fin de plazo,Publicación de la convocatoria,Url BOJA,¿Ha habido modificaciones en la convocatoría?,Estado,Url de accesso,Fecha de extracción
2016,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Acceso libre,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,95,16/01/2017,"Resolución de 7 de diciembre de 2016 (BOJA núm. 238, de 14 de diciembre de 2016)",http://juntadeandalucia.es/boja/2016/238/BOJA16-238-00025-21761-01_00104019.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=187069,2021-11-02
2013,C1.1000 Cuerpo General de Administrativos (Promoción Interna),Personal Funcionario - Promoción interna,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,90,06/05/2014,"BOJA núm. 69, de 9 de abril de 2014",https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=94659,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=172847,2021-11-02
2013,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Acceso libre,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,33,14/10/2014,BOJA Nº 183 de 19/09/2014,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=97353,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=172833,2021-11-02
2010,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Promoción interna,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,125,26/04/2011,BOJA Nº 64 de 31/03/2011,http://www.juntadeandalucia.es/boja/2011/64/d10.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=110745,2021-11-02
2010,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Acceso libre,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,227,08/08/2011,BOJA Nº 138 de 15/07/2011,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=66757,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=110739,2021-11-02
2010,"C1.1000 Cuerpo General de Administrativos (Reserva discapacidad psiquica, retraso leve/moderado)",Personal Funcionario - Acceso libre,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,8,07/07/2012,BOJA Nº 116 de 14/06/2012,http://www.juntadeandalucia.es/eboja/2012/116/BOJA12-116-00013-10326-01_00008847.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=110741,2021-11-02
2009,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Promoción interna,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,160,10/07/2009,BOJA Nº 115 de 17/06/2009,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=30077,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=46777,2021-11-02
2009,C1.1000 Cuerpo General de Administrativos (Cupo promoción personal laboral),Personal Funcionario - Promoción interna,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,75,24/10/2009,Boja Nº 192 de 30/09/2009,http://www.juntadeandalucia.es/boja/2009/192/d6.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=46779,2021-11-02
2009,C1.1000 Cuerpo General de Administrativos,Personal Funcionario - Acceso libre,C1.1 Cuerpo General de Administrativos de la Junta de Andalucía,150,01/08/2009,BOJA Nº 132 de 09/07/2009,http://www.juntadeandalucia.es/boja/boletines/2009/132/d/updf/d14.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=46764,2021-11-02
2019,C1.2100 Agentes de Medio Ambiente (Estabilización),Personal Funcionario - Acceso libre,C1.2 Cuerpo de Ayudantes Técnicos,2,31/12/2019,BOJA núm 230 de 28 de noviembre de 2019,https://juntadeandalucia.es/boja/2019/230/28,Yes,Resultado de la fase de oposición,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=224067,2021-11-02
2019,C1.2001 Delineantes (Estabilización),Personal Funcionario - Acceso libre,C1.2 Cuerpo de Ayudantes Técnicos,3,31/12/2019,BOJA núm 28 de noviembre de 2019,https://juntadeandalucia.es/boja/2019/230/26,No,En plazo de presentación de autobaremo,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=224089,2021-11-02
2019,C1.2003 Informática (Estabilización),Personal Funcionario - Acceso libre,C1.2 Cuerpo de Ayudantes Técnicos,13,31/12/2019,BOJA núm 230 de 28 de noviembre de 2019,https://juntadeandalucia.es/boja/2019/230/26,No,En plazo de presentación de autobaremo,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=224099,2021-11-02
2019,C1.2005 Administración Agraria (Estabilización),Personal Funcionario - Acceso libre,C1.2 Cuerpo de Ayudantes Técnicos,5,31/12/2019,BOJA núm 230 de 28 de noviembre de 2019,https://juntadeandalucia.es/boja/2019/230/26,No,Resultado de la fase de oposición,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=10&cdp=-1&ch=50&cd=224103,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo I,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=11&cdp=-1&ch=50&cd=214495,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo I,6,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=11&cdp=-1&ch=50&cd=214633,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo I,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=11&cdp=-1&ch=50&cd=214497,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214505,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo II,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204345,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo II,20,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204347,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo II,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214499,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo II,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214635,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo II,7,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214637,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo II,5,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00033-9264-01_00136627.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204285,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204349,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214503,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo II,15,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00033-9264-01_00136627.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204289,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214501,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo II,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214639,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo II,8,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00033-9264-01_00136627.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204287,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214507,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo I,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214629,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo I,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204341,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo I,5,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00024-9262-01_00136624.pdf,No,Listado complementario personas aprobadas con plaza,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=190565,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo I,4,29/06/2009,BOJA nº 106 de 04/06/2009,http://www.juntadeandalucia.es/boja/2009/106/d13.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=46782,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo I,4,29/06/2009,BOJA nº 106 de 04/06/2009,http://juntadeandalucia.es/boja/2009/106/d13.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=49867,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo I,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=214631,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo I,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=204343,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo I,5,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00024-9262-01_00136624.pdf,No,Oferta de plazas vacantes,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=190563,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo I,5,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=218233,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo I,10,20/04/2010,BOJA Nº 59 de 25/03/2010,http://www.juntadeandalucia.es/boja/2010/59/d19.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=46783,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo I,10,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=12&cdp=-1&ch=50&cd=46815,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214509,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214641,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo II,5,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00033-9264-01_00136627.pdf,No,Lista definitiva de personas aprobadas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=190567,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo II,14,18/06/2009,BOJA Nº 98 de 25/05/2009,http://www.juntadeandalucia.es/boja/2009/98/d10.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=46785,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,14,18/06/2009,BOJA Nº 98 de 25/05/2009,http://juntadeandalucia.es/boja/2009/98/d10.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=49870,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo II,5,27/06/2018,"Resolución de 24 de mayo de 2018 (BOJA núm. 102, de 29 de mayo de 2018)",http://juntadeandalucia.es/boja/2018/102/BOJA18-102-00033-9264-01_00136627.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=190569,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo II,20,19/06/2009,BOJA Nº 99 de 26/05/2009,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=29775,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=46786,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,20,19/06/2009,BOJA Nº 99 de 26/05/2009,http://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=29775,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=49868,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214511,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,5,20/04/2009,Boja Nº 61 de 30/03/2009,http://juntadeandalucia.es/boja/2009/61/d5.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=47075,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo II,15,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=204353,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo II,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=200477,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo II,30,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=204351,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo II,26,11/07/2009,BOJA Nº 116 de 18/06/2009,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=30158,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=46784,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo II,5,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=46816,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,26,11/07/2009,BOJA Nº 116 de 18/06/2009,http://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=30158,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=49871,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo II,14,18/06/2009,BOJA Nº 98 de 25/05/2009,http://www.juntadeandalucia.es/boja/2009/98/d9.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=46787,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,14,18/06/2009,BOJA Nº 98 de 25/05/2009,http://juntadeandalucia.es/boja/2009/98/d9.pdf,No,Proceso finalizado,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=49872,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214515,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,30,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214517,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,9,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214647,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214519,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214523,2021-11-02
2007,"
",Personal Laboral - Acceso Libre,Grupo II,5,20/04/2009,Boja Nº 61 de 30/03/2009,http://juntadeandalucia.es/boja/2009/61/d5.pdf,No,Lista definitiva de personas adjudicatarias,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=47076,2021-11-02
2018,"
",Personal Laboral - Acceso Libre,Grupo III,30,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=13&cdp=-1&ch=50&cd=214521,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,5,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204355,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214643,2021-11-02
2017,"
",Personal Laboral - Acceso Libre,Grupo III,16,NaN,"Resolución de 18 de enero de 2018 (BOJA núm. 19, de 26 de enero de 2018)",http://juntadeandalucia.es/boja/2018/19/BOJA18-019-00019-1037-01_00128560.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204291,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo III,10,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=204365,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo III,10,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=218235,2021-11-02
2018,"
",Personal Laboral - Promoción Interna,Grupo III,13,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=14&cdp=-1&ch=50&cd=214645,2021-11-02
